0.000000000000000000e+00 1.578947368421052655e+00 3.157894736842105310e+00 4.736842105263157521e+00 6.315789473684210620e+00 7.894736842105263719e+00 9.473684210526315042e+00 1.105263157894736814e+01 1.263157894736842124e+01 1.421052631578947434e+01 1.578947368421052744e+01 1.736842105263157876e+01 1.894736842105263008e+01 2.052631578947368496e+01 2.210526315789473628e+01 2.368421052631579116e+01 2.526315789473684248e+01 2.684210526315789380e+01 2.842105263157894868e+01 3.000000000000000000e+01
inf 1.436197349641493436e-08 1.001589765325627568e-08 8.138457874761512024e-09 6.756193854190388622e-09 6.113969561262171980e-09 5.419270084402650598e-09 5.173891993858924303e-09 4.623982648173021906e-09 4.436005949344484407e-09 4.324812776991621925e-09 4.135783458277500670e-09 4.150940316518268503e-09 3.985385298434527787e-09 3.772751583664712688e-09 3.373530438901657100e-09 3.484019362668371511e-09 3.350251091042948382e-09 3.092792459067781746e-09 3.019295678928002355e-09
